0
50 59139 59140 43397 37511 33674 12559 55064 3056 43678 36895 33569 40229 14759 5034 10411 11442 16100 49850 10463 37953 7620 48454 39378 20823 57433 44965 50148 52976 50934 2118
51 44162 30725 16402 56341 12740 56730 25505 4770 10789 44711 172 28337 3123 38453 6840 30148 54476 30414 4563 49627 16100 39017 59887 44273 22646 34042 44027
52 26369 2819 59140 37043 17926 33159 9739 15583 36112 37137 30226 39699 12054 12831 24610 52678 58538 32814 50607 18097 52915 38582 17975 6200 38707 1466 8379 1858 1604 31557 8774 34889 42423 19234 56413 52693 24154 31196 57978 54495 5216 5732 29801 42859 22765 17661 7288 49146 23165
53 10753 48388 37260 7575 58905 56730 29233 58536 42844 20778 56365 54705 55858 10292 29254 32200 36620 19405 8532 40536 8412 3551 7521 46949 42470 17532 39546 39675 54012 37245
54 5479
55 40065 11842 20074 55147 19773 277 4441 12605 56350 51455
56
57 41441 34530 47019 97 59653 26945 50793 42343 57456 56914 58836 19467 21079 45563 29148 11519
58 31489 22532 34373 15372 21165 29074 26518 38492
59
60
61 56226 19475 38501 33982
62 1227 7788 20678
63 40065 19330 55755 58149 41051
64
65 39808 42246 41481 1977 10622 19485 29221 20778 13995 6446 17713 34482 51380 51766 36617 31160 59444 32954 59963 54589 32704 28229 39626 17995 30414 42193 54485 53433 40665 45277 30687 37348 25705 17926 33004 50673 16885 50934 11516 30078 11647
66 16242 32964 22362 9959
67 22431
68
69 51234 10442
70 2433 19587 50692 32662 29830 26369 25098 42839 1676 13071 39056 48530 9621 57366 281 59140 56730 1179 32794 6815 27170 35364 58662 55720 58538 41999 22450 46645 40374 54583 2872 38073 16266 41537 1858 26308 45894 4551 4427 47567 43986 59094 53975 35545 16858 48731 8285 37983 44000 47888 16996 13222 7910 46095 24555 5344 28221 20082 57971 57847 22973 41722 37883 42620 30078
71 19011 33541 7304 23723 51506 34460
72
73 25985 18949 35457 58377 33674 43021 12559 18581 31382 5406 25713 29608 30891 49711 28848 22450 20531 30134 9033 53433 52538 39740 49214 7743 9025 43221 1604 36044 24393 37196 2893 9677 42577 45396 22613 10970 4623 13498 44745 13537 16739 19179 22768 11633 16763 11516 46997
74 56730 27451 37380 20778 3190
75 35081 2958 37263 35988 11541 4503 34460 38815 19547 4004 26798 19250 1715 54713 6715 42434 35269 26056 16202 12236 47826 25299 13486 21466 4443 7521 38115 25764 875 25970 18165 52859 1021
76 736 59265 10786 36324 53573 28039 31176 58825 27754 59787 13071 57264 6200 10901 34488 21563 8893 49470 10757
77 26369 57090 19587 48530 12054 40990 10531 7080 58538 26932 38073 44358 34887 6729 16973 50383 56024 14945 2228 37222 10347 20082 31102
78 35873 56098 59303 14152 16906 52237 40910 26865 49396 6205 43998
79 44850 47722
80 28865 39876 52294 45675 9621 9564
81
82 10438 27821 1774 54130 28755 36757 45078 25466 8507 34394 27358
83 13604 50791 12619 29836 54865 15538 24474 188 5470
84
85
86
87 52097 50859 904 25098 37134 30735 16402 59139 2964 57433 29592 26521 56730 3740 18207 42144 55344 41250 41400 48454 38440 10401 54471 816 3123 40502 45624 54004 32954 53822 56511 29760 45123 9924 2118 34759 11465 20044 32696 4563 22228 22873 42588 34018 7961 50962 51060 39486 14711 47096 3322 2556 41725
88
89 43304
90
91 41505 44296 43758 5711 15080 178 46106 49564 4286
92
93 58993
94
95
96 33888 6528 6437 34816 25005 55064 23936 20470 53880 41343 54911
97 1792 897 4483 35988 28699 58782 20778 35507 18846 7620 9157 48454 12749 3066 48863 16100 47333 23936 30078 26233 2042 10622
98 29259 50180 19750 18801 3433 55019 25005 43598 11249 15282 21079 42616 48126
99
